2.47068 0.851295 1538.21 2277.53 -718.962 2996.49
2.47054 0.856707 1780.23 2519.55 -714.634 3234.19
2.47039 0.850984 1789.42 2528.74 -712.885 3241.62
2.47025 0.857953 1793.13 2532.45 -713.508 3245.96
2.4701 0.8513 1789.58 2528.9 -713.561 3242.46
2.46996 0.84822 1822.08 2561.4 -714.318 3275.72
2.46981 0.854239 1762.91 2502.24 -710.504 3212.74
2.46967 0.853189 1818.1 2557.42 -714.346 3271.77
2.46952 0.850945 1762.45 2501.77 -715.83 3217.6
2.46938 0.846987 1790.42 2529.74 -715.657 3245.4
2.46923 0.848081 1771.59 2510.91 -717.925 3228.84
2.46909 0.847081 1819.04 2558.36 -714.79 3273.15
2.46894 0.850826 1779.16 2518.48 -719.317 3237.8
2.4688 0.858341 1804.12 2543.45 -713.844 3257.29
2.46865 0.851793 1755.86 2495.19 -711.055 3206.24
2.46851 0.844943 1760.25 2499.57 -709.177 3208.75
2.46836 0.843307 1766.63 2505.95 -713.07 3219.02
2.46822 0.852729 1774.14 2513.46 -711.438 3224.9
2.46807 0.847849 1786.68 2526 -709.702 3235.7
2.46793 0.848485 1784.93 2524.25 -719.312 3243.57
2.46778 0.847094 1735.45 2474.77 -719.362 3194.13
2.46764 0.849088 1769.58 2508.9 -714.417 3223.32
2.46749 0.855213 1733.41 2472.73 -712.73 3185.46
2.46735 0.854242 1819.65 2558.97 -719.584 3278.56
2.4672 0.850608 1760.72 2500.04 -714.969 3215.01
2.46706 0.840435 1787.74 2527.06 -715.852 3242.91
2.46691 0.85517 1813.65 2552.97 -714.578 3267.55
2.46677 0.854971 1819.62 2558.95 -715.313 3274.26
2.46662 0.844636 1777.15 2516.47 -714.628 3231.1
2.46648 0.849526 1812.06 2551.39 -715.397 3266.78
2.46633 0.847165 1767.44 2506.76 -716.21 3222.97
2.46619 0.850199 1763.8 2503.12 -712.311 3215.43
2.46604 0.851212 1797.71 2537.03 -720.48 3257.51
2.4659 0.850269 1760.99 2500.32 -718.428 3218.74
2.46575 0.846577 1805.93 2545.25 -716.179 3261.43
2.46561 0.852191 1771.25 2510.58 -713.269 3223.84
2.46546 0.857203 1776.56 2515.88 -717.073 3232.95
2.46532 0.855438 1803.76 2543.08 -711.673 3254.75
2.46517 0.85585 1787.88 2527.2 -714.997 3242.2
2.46503 0.850387 1794 2533.32 -712.199 3245.52
2.46488 0.842651 1763.07 2502.39 -712.087 3214.48
2.46474 0.852168 1822.27 2561.59 -714.341 3275.93
2.46459 0.847114 1791.06 2530.38 -718.065 3248.45
2.46445 0.846186 1773.5 2512.82 -713.732 3226.55
2.4643 0.848494 1803.68 2543 -716.662 3259.66
2.46416 0.843701 1815.27 2554.59 -713.842 3268.43
2.46401 0.854366 1804.94 2544.26 -715.018 3259.28
2.46387 0.849558 1774.08 2513.4 -711.494 3224.9
2.46372 0.848951 1820.81 2560.13 -715.968 3276.1
2.46358 0.846186 1801.96 2541.29 -716.977 3258.26
2.46343 0.843757 1780.7 2520.02 -717.576 3237.6
2.46329 0.849569 1741.31 2480.63 -718.193 3198.83
2.46314 0.856057 1810.97 2550.3 -715.618 3265.91
2.463 0.849849 1847.07 2586.39 -710.459 3296.85
2.46285 0.851316 1835.56 2574.88 -717.07 3291.95
2.46271 0.853789 1816.42 2555.75 -712.399 3268.15
2.46256 0.852777 1803.26 2542.58 -711.714 3254.3
2.46242 0.857819 1794.93 2534.26 -710.02 3244.28
2.46228 0.846559 1747.55 2486.87 -714.449 3201.32
2.46213 0.85295 1753.94 2493.26 -714.216 3207.48
2.46199 0.849123 1810.14 2549.47 -714.404 3263.87
2.46184 0.850471 1807.51 2546.83 -715.347 3262.18
2.4617 0.850613 1798.65 2537.97 -716.177 3254.15
2.46155 0.853151 1811.69 2551.01 -714.827 3265.84
2.46141 0.84908 1855.87 2595.19 -716.574 3311.76
2.46126 0.850764 1817.02 2556.34 -713.59 3269.93
2.46112 0.849716 1782.01 2521.34 -715.144 3236.48
2.46097 0.846266 1777.63 2516.95 -713.698 3230.65
2.46083 0.845504 1788.94 2528.26 -712.549 3240.81
2.46068 0.851531 1800.26 2539.58 -720.694 3260.28
2.46054 0.847301 1772.25 2511.57 -714.768 3226.34
2.4604 0.851542 1782.69 2522.01 -719.75 3241.76
2.46025 0.844475 1746.33 2485.65 -713.417 3199.07
2.46011 0.848702 1794.44 2533.76 -720.187 3253.95
2.45996 0.848786 1737.2 2476.52 -711.124 3187.64
2.45982 0.856875 1803.83 2543.15 -714.447 3257.6
2.45967 0.853725 1797.25 2536.58 -716.915 3253.49
2.45953 0.849732 1760.65 2499.97 -716.151 3216.12
2.45938 0.845591 1756.58 2495.91 -715.164 3211.07
2.45924 0.849548 1813.88 2553.21 -710.175 3263.38
2.45909 0.845517 1785.83 2525.15 -711.836 3236.99
2.45895 0.842381 1761.27 2500.59 -711.433 3212.02
2.45881 0.847196 1783.66 2522.99 -709.074 3232.06
2.45866 0.851139 1794.09 2533.41 -713.706 3247.12
2.45852 0.848497 1809.16 2548.48 -715.609 3264.09
2.45837 0.849764 1803.53 2542.85 -714.423 3257.27
2.45823 0.853117 1809.7 2549.02 -717.204 3266.23
2.45808 0.844911 1780.07 2519.39 -713.341 3232.74
2.45794 0.855256 1730.86 2470.19 -714.127 3184.31
2.45779 0.853729 1830.78 2570.1 -712.043 3282.14
2.45765 0.852686 1839.42 2578.75 -713.439 3292.19
2.4575 0.848659 1825.11 2564.44 -719.484 3283.92
2.45736 0.845363 1794.24 2533.57 -718.179 3251.74
2.45722 0.85922 1839.87 2579.19 -713.065 3292.26
2.45707 0.848427 1792.55 2531.87 -715.919 3247.79
2.45693 0.848631 1797.38 2536.7 -721.215 3257.91
2.45678 0.843516 1825 2564.32 -717.077 3281.4
2.45664 0.849174 1777.67 2516.99 -716.039 3233.03
2.45649 0.847608 1787.26 2526.58 -714.374 3240.95
2.45635 0.844051 1846.9 2586.23 -713.63 3299.86
2.45621 0.847162 1823.26 2562.58 -716.715 3279.3
2.45606 0.845904 1794.73 2534.05 -716.286 3250.34
2.45592 0.84403 1799.08 2538.4 -719.502 3257.9
2.45577 0.857729 1795.91 2535.23 -716.698 3251.93
2.45563 0.849387 1785.19 2524.51 -718.751 3243.26
2.45548 0.850339 1811.07 2550.39 -715.46 3265.85
2.45534 0.846377 1859.3 2598.62 -712.097 3310.72
2.4552 0.84638 1829.69 2569.01 -709.973 3278.98
2.45505 0.84681 1767.12 2506.45 -717.38 3223.83
2.45491 0.845575 1764.93 2504.25 -718.423 3222.67
2.45476 0.846178 1732.3 2471.62 -716.821 3188.44
2.45462 0.851132 1864.07 2603.39 -712.344 3315.74
2.45447 0.845715 1786.27 2525.59 -711.621 3237.21
2.45433 0.856228 1787.22 2526.55 -716.939 3243.49
2.45419 0.852061 1801.29 2540.61 -716.096 3256.7
2.45404 0.849318 1842.91 2582.23 -712.922 3295.15
2.4539 0.850911 1764.61 2503.93 -712.25 3216.18
2.45375 0.850982 1817.77 2557.09 -714.538 3271.63
2.45361 0.845409 1757.03 2496.36 -714.06 3210.42
2.45346 0.855039 1801.78 2541.1 -708.985 3250.09
2.45332 0.85565 1828.49 2567.82 -717.452 3285.27
2.45318 0.850438 1780.8 2520.12 -712.243 3232.36
2.45303 0.841935 1776.65 2515.97 -715.855 3231.82
2.45289 0.849137 1778.16 2517.48 -714.952 3232.43
2.45274 0.845551 1775.9 2515.22 -717.332 3232.55
2.4526 0.845769 1786.57 2525.9 -711.907 3237.8
2.45246 0.846427 1774.09 2513.41 -713.175 3226.59
2.45231 0.854093 1789.3 2528.62 -708.624 3237.25
2.45217 0.844643 1742.41 2481.74 -711.965 3193.7
2.45202 0.847565 1760.73 2500.05 -712.857 3212.91
2.45188 0.852042 1747.6 2486.92 -714.846 3201.76
2.45173 0.85756 1807.65 2546.97 -714.575 3261.55
2.45159 0.848475 1742.04 2481.37 -715.647 3197.01
2.45145 0.84597 1782.81 2522.14 -715.32 3237.46
2.4513 0.85219 1762.88 2502.2 -717.833 3220.03
2.45116 0.8418 1814.05 2553.37 -718.296 3271.67
2.45101 0.848914 1797.4 2536.72 -711.023 3247.74
2.45087 0.852167 1792.93 2532.25 -708.822 3241.08
2.45073 0.848033 1805.34 2544.67 -711.8 3256.47
2.45058 0.855922 1777.46 2516.78 -715.289 3232.07
2.45044 0.856132 1848.85 2588.18 -710.415 3298.59
2.45029 0.846382 1759.36 2498.69 -711.311 3210
2.45015 0.849367 1756.7 2496.02 -707.954 3203.97
2.45001 0.857651 1790.55 2529.88 -712.395 3242.27
2.44986 0.839933 1747.83 2487.15 -711.229 3198.38
2.44972 0.849424 1738.55 2477.87 -714.463 3192.34
2.44957 0.852481 1819.1 2558.42 -717.628 3276.05
2.44943 0.850289 1801.36 2540.68 -714.867 3255.55
2.44929 0.849344 1779.06 2518.39 -714.528 3232.91
2.44914 0.846122 1758.72 2498.04 -716.248 3214.29
2.449 0.846794 1786.22 2525.54 -717.457 3243
2.44886 0.845109 1782.21 2521.53 -710.63 3232.16
2.44871 0.852336 1798.51 2537.83 -716.158 3253.99
2.44857 0.858338 1834.93 2574.25 -716.601 3290.85
2.44842 0.854325 1803.17 2542.49 -712.3 3254.79
2.44828 0.842811 1763.2 2502.53 -720.025 3222.55
2.44814 0.843476 1771.75 2511.07 -719.158 3230.23
2.44799 0.848036 1744.08 2483.41 -718.095 3201.5
2.44785 0.851945 1785.58 2524.91 -712.587 3237.49
2.4477 0.846025 1769.68 2509.01 -713.207 3222.21
2.44756 0.853533 1767.11 2506.43 -714.838 3221.27
2.44742 0.848825 1811.02 2550.34 -712.51 3262.85
